"customer_city","payment_type","order_status","average_order_value"
sao miguel do gostoso,boleto,delivered,184.75
sao joao de meriti,boleto,delivered,184.75
pio ix,credit_card,delivered,184.84
campo grande,credit_card,shipped,185.05
conceicao da aparecida,voucher,delivered,185.07
urucui,boleto,delivered,185.07
jaguarao,credit_card,delivered,185.09
sao cristovao,boleto,delivered,185.16
pato branco,debit_card,delivered,185.20
vespasiano,credit_card,canceled,185.22
novo oriente do piaui,boleto,delivered,185.22
joanopolis,credit_card,delivered,185.23
santo antonio da alegria,credit_card,delivered,185.27
braco do norte,credit_card,delivered,185.27
bacabal,boleto,delivered,185.31
silva jardim,credit_card,delivered,185.40
braganca paulista,boleto,delivered,185.41
santo antonio do monte,credit_card,delivered,185.42
brotas de macaubas,boleto,delivered,185.62
serrolandia,credit_card,delivered,185.64
maracas,credit_card,delivered,185.69
igarape,credit_card,invoiced,185.74
bento de abreu,credit_card,delivered,185.74
santos,voucher,delivered,185.79
nova trento,credit_card,delivered,185.82
arroio trinta,credit_card,delivered,185.84
passa quatro,credit_card,processing,185.84
trancoso,credit_card,delivered,185.84
bauru,boleto,delivered,185.90
aracuai,credit_card,delivered,185.93
nossa senhora de caravaggio,credit_card,invoiced,185.96
juazeiro,credit_card,shipped,186.00
itapetim,credit_card,delivered,186.00
toledo,credit_card,delivered,186.01
peruibe,credit_card,delivered,186.09
sao paulo,debit_card,invoiced,186.13
ferraz de vasconcelos,boleto,delivered,186.15
serrita,credit_card,delivered,186.30
criciuma,credit_card,delivered,186.30
guarapuava,credit_card,delivered,186.32
bayeux,boleto,delivered,186.35
altamira,credit_card,delivered,186.38
rio formoso,credit_card,delivered,186.40
santa filomena,boleto,delivered,186.40
cha grande,credit_card,delivered,186.49
olinda,credit_card,delivered,186.53
sao sebastiao do alto,credit_card,delivered,186.53
formosa,voucher,delivered,186.57
botucatu,boleto,delivered,186.62
mamanguape,boleto,delivered,186.69
contagem,credit_card,canceled,186.74
floresta do araguaia,credit_card,delivered,186.79
volta redonda,credit_card,delivered,186.81
maracai,credit_card,delivered,186.83
cocalinho,credit_card,delivered,186.85
ibiraci,boleto,delivered,186.85
morrinhos,boleto,delivered,186.90
belo oriente,credit_card,delivered,186.97
recife,credit_card,delivered,187.04
aurora,credit_card,delivered,187.07
uruara,credit_card,delivered,187.07
uberlandia,boleto,delivered,187.10
sao manuel,voucher,delivered,187.34
conselheiro pena,boleto,delivered,187.41
jatoba,credit_card,delivered,187.44
arcoverde,credit_card,delivered,187.46
barbosa ferraz,credit_card,delivered,187.52
itueta,boleto,delivered,187.53
guacui,boleto,delivered,187.54
lambari,voucher,delivered,187.56
lobato,credit_card,delivered,187.59
jeremoabo,credit_card,delivered,187.73
linhares,credit_card,delivered,187.74
formosa,boleto,delivered,187.74
valente,credit_card,delivered,187.82
cravolandia,credit_card,delivered,187.83
sacramento,debit_card,delivered,187.83
sao joao da parauna,credit_card,delivered,187.84
queluz,boleto,delivered,187.89
guarapuava,credit_card,shipped,187.91
curitibanos,credit_card,delivered,187.95
cabo de santo agostinho,credit_card,delivered,188.00
morada nova,credit_card,delivered,188.08
inimutaba,credit_card,delivered,188.20
itambe,credit_card,shipped,188.20
salvador,credit_card,shipped,188.22
dracena,credit_card,delivered,188.23
ipuiuna,credit_card,delivered,188.34
itaparica,credit_card,delivered,188.36
araxa,credit_card,delivered,188.41
monnerat,credit_card,delivered,188.43
vargem alegre,credit_card,canceled,188.44
jacinto machado,debit_card,delivered,188.50
parnaiba,credit_card,invoiced,188.50
francisco beltrao,credit_card,delivered,188.54
bom jesus do querendo,credit_card,delivered,188.55
propria,credit_card,delivered,188.57
vera cruz,credit_card,delivered,188.74
santa maria da vitoria,boleto,delivered,188.79
mogi-guacu,credit_card,shipped,188.89
dobrada,boleto,delivered,188.89
cosmorama,credit_card,delivered,188.97
sao pedro dos ferros,voucher,delivered,188.97
governador valadares,debit_card,delivered,189.00
chapada dos guimaraes,credit_card,delivered,189.03
sao caetano do sul,credit_card,canceled,189.07
lajinha,credit_card,delivered,189.23
sirinhaem,credit_card,delivered,189.26
itaobim,credit_card,delivered,189.29
luisburgo,credit_card,delivered,189.36
moreira sales,credit_card,delivered,189.41
rio bonito,boleto,delivered,189.42
vilhena,voucher,delivered,189.45
rubiataba,credit_card,delivered,189.49
leme,credit_card,delivered,189.53
lajedo,credit_card,delivered,189.53
moncoes,credit_card,delivered,189.57
nova mutum,boleto,delivered,189.73
nova era,credit_card,delivered,189.76
patrocinio,credit_card,delivered,189.77
passo fundo,credit_card,delivered,189.79
jardim olinda,credit_card,delivered,189.84
alagoinhas,credit_card,delivered,189.84
bacuri,credit_card,delivered,189.86
porto calvo,boleto,delivered,189.88
buritizeiro,voucher,delivered,189.88
orizania,credit_card,delivered,190.09
valenca,boleto,delivered,190.18
moreno,credit_card,delivered,190.21
pombal,credit_card,delivered,190.27
alterosa,boleto,delivered,190.28
schroeder,credit_card,delivered,190.43
taquarana,credit_card,delivered,190.43
natividade,credit_card,delivered,190.45
itapevi,debit_card,delivered,190.51
capoeiras,credit_card,delivered,190.53
guamare,credit_card,delivered,190.59
carmopolis de minas,boleto,delivered,190.62
poco de pedra,credit_card,delivered,190.66
balneario pinhal,credit_card,delivered,190.71
tuparetama,credit_card,delivered,190.71
tocos,credit_card,delivered,190.74
severiano melo,credit_card,delivered,190.83
buriticupu,boleto,delivered,190.88
campo grande do piaui,credit_card,delivered,190.88
rio das ostras,voucher,delivered,190.89
rio verde,credit_card,delivered,190.89
osvaldo cruz,boleto,delivered,190.89
brazopolis,credit_card,delivered,190.96
sobradinho,credit_card,delivered,191.04
nova serrana,credit_card,delivered,191.07
serrania,credit_card,delivered,191.09
sao lourenco do piaui,boleto,delivered,191.11
pederneiras,credit_card,delivered,191.19
sao miguel do guapore,credit_card,delivered,191.26
sao joao de meriti,debit_card,delivered,191.28
garca,boleto,delivered,191.41
penedo,credit_card,delivered,191.43
itarantim,credit_card,delivered,191.57
itajobi,credit_card,delivered,191.57
felicio dos santos,credit_card,delivered,191.58
botelhos,credit_card,delivered,191.65
niquelandia,credit_card,delivered,191.68
itaoca,credit_card,delivered,191.74
quintana,voucher,delivered,191.75
arroio do meio,credit_card,delivered,191.75
pirapora,credit_card,delivered,191.79
taquari,boleto,delivered,191.86
londrina,boleto,delivered,191.86
espera feliz,boleto,delivered,191.89
breu branco,boleto,delivered,191.90
florestopolis,credit_card,delivered,191.92
jatai,credit_card,delivered,191.98
astorga,boleto,delivered,192.03
bom jesus do tocantins,boleto,delivered,192.07
sao jose do calcado,credit_card,delivered,192.12
belo horizonte,credit_card,unavailable,192.19
rio de janeiro,credit_card,invoiced,192.30
caldas brandao,debit_card,delivered,192.32
pirangi,boleto,delivered,192.33
rancho queimado,credit_card,delivered,192.39
caconde,boleto,delivered,192.42
guapiacu,credit_card,delivered,192.48
salinas,credit_card,delivered,192.50
pote,credit_card,delivered,192.51
dores do rio preto,credit_card,delivered,192.54
herval,credit_card,delivered,192.56
rio grande,boleto,shipped,192.56
guarapari,credit_card,delivered,192.60
frei martinho,boleto,delivered,192.68
barra mansa,debit_card,delivered,192.74
siqueira campos,credit_card,delivered,192.84
anapolis,credit_card,delivered,192.90
paracambi,credit_card,delivered,192.94
caxias do sul,credit_card,delivered,192.94
franco da rocha,voucher,delivered,192.97
joao ramalho,credit_card,delivered,192.97
itagimirim,credit_card,delivered,193.06
gramado,voucher,delivered,193.07
grajau,credit_card,delivered,193.10
feira de santana,credit_card,delivered,193.31
camaqua,credit_card,delivered,193.40
rio branco,boleto,delivered,193.42
leme,boleto,delivered,193.47
cumari,boleto,delivered,193.51
paracuru,credit_card,delivered,193.62
tangara da serra,credit_card,delivered,193.63
rodeiro,credit_card,delivered,193.77
balneario camboriu,credit_card,shipped,193.81
potim,boleto,delivered,193.82
lucelia,debit_card,delivered,193.83
charqueada,boleto,delivered,193.84
tanque novo,credit_card,delivered,193.85
arroio do sal,credit_card,delivered,194.06
mutum,credit_card,delivered,194.09
ilhota,boleto,delivered,194.12
senhor do bonfim,credit_card,shipped,194.24
brusque,voucher,delivered,194.27
joao pessoa,voucher,delivered,194.28
inhumas,credit_card,delivered,194.31
parapua,voucher,delivered,194.32
lagoa d'anta,boleto,delivered,194.34
itaquirai,credit_card,delivered,194.36
cuiaba,credit_card,delivered,194.36
nova cruz,credit_card,delivered,194.42
ibitinga,credit_card,delivered,194.45
piacu,credit_card,delivered,194.48
purilandia,credit_card,delivered,194.48
iati,voucher,delivered,194.55
angra dos reis,boleto,delivered,194.59
jijoca de jericoacoara,boleto,delivered,194.68
santo antonio do descoberto,credit_card,delivered,194.75
nova friburgo,credit_card,delivered,194.76
angulo,boleto,delivered,194.80
areial,credit_card,delivered,194.82
governador dix-sept rosado,credit_card,delivered,194.82
santo antonio do canaa,credit_card,delivered,194.88
brejo santo,credit_card,delivered,194.94
areal,credit_card,delivered,194.95
belem,boleto,shipped,195.00
tucuma,credit_card,delivered,195.08
centenario do sul,boleto,delivered,195.12
xanxere,credit_card,delivered,195.13
taua,boleto,delivered,195.46
bom jesus do norte,credit_card,delivered,195.46
taboao da serra,debit_card,delivered,195.55
morro agudo,debit_card,shipped,195.57
barra do pirai,credit_card,processing,195.70
canoinhas,boleto,delivered,195.73
aracatuba,credit_card,processing,195.81
itajuba,credit_card,delivered,195.85
sao benedito,voucher,delivered,195.87
ananindeua,voucher,delivered,195.89
campinacu,credit_card,delivered,195.91
parobe,credit_card,delivered,195.95
desembargador otoni,credit_card,delivered,196.02
santa vitoria do palmar,credit_card,delivered,196.08
acu,credit_card,shipped,196.14
teresina,boleto,delivered,196.15
parnamirim,credit_card,delivered,196.18
santa teresa,boleto,delivered,196.19
caucaia,boleto,delivered,196.26
montanha,credit_card,delivered,196.39
timoteo,credit_card,delivered,196.43
jose da penha,boleto,delivered,196.43
itumbiara,credit_card,delivered,196.49
sao goncalo do rio das pedras,credit_card,delivered,196.50
pirapora,boleto,delivered,196.51
jacobina,voucher,delivered,196.57
ouro fino,credit_card,delivered,196.66
rolandia,boleto,delivered,196.77
sao jose da barra,credit_card,delivered,196.85
carmo do rio claro,boleto,delivered,196.97
perola,credit_card,delivered,197.04
claraval,credit_card,delivered,197.04
botucatu,credit_card,delivered,197.32
maranguape,boleto,delivered,197.35
itobi,boleto,delivered,197.38
apore,credit_card,delivered,197.38
belo horizonte,credit_card,processing,197.39
caucaia,credit_card,delivered,197.44
pequi,boleto,delivered,197.50
igaci,credit_card,delivered,197.50
juatuba,boleto,delivered,197.53
juazeiro do norte,credit_card,shipped,197.56
bom despacho,boleto,delivered,197.61
sao goncalo do sapucai,credit_card,delivered,197.62
januaria,credit_card,delivered,197.79
rio negro,credit_card,delivered,197.83
ampere,credit_card,processing,197.91
capivari do sul,boleto,delivered,197.95
porto xavier,credit_card,delivered,198.05
guaranta,boleto,delivered,198.07
belem,boleto,delivered,198.09
marilandia,voucher,delivered,198.13
altos,boleto,delivered,198.13
paraisopolis,credit_card,delivered,198.17
bambui,boleto,delivered,198.20
andradina,boleto,delivered,198.23
arenapolis,credit_card,delivered,198.23
candiota,boleto,delivered,198.26
bage,credit_card,delivered,198.29
adamantina,credit_card,delivered,198.32
arapiraca,boleto,delivered,198.38
vicosa,boleto,delivered,198.39
campinas do sul,credit_card,delivered,198.43
itaporanga,boleto,delivered,198.52
nilopolis,boleto,shipped,198.54
itanhaem,credit_card,processing,198.57
bocaina,boleto,delivered,198.62
fortaleza,voucher,delivered,198.69
jequitinhonha,boleto,delivered,198.72
vila rica,boleto,delivered,198.82
pancas,credit_card,delivered,198.90
pontes e lacerda,credit_card,delivered,198.91
capitao andrade,credit_card,delivered,199.00
curral de cima,credit_card,delivered,199.00
belo horizonte,credit_card,invoiced,199.15
espera feliz,credit_card,delivered,199.16
moreno,boleto,delivered,199.26
aparecida de monte alto,credit_card,delivered,199.26
palhoca,voucher,delivered,199.29
sao lourenco do sul,credit_card,delivered,199.30
lavras,boleto,delivered,199.45
mirassol d'oeste,credit_card,delivered,199.45
pedra,credit_card,delivered,199.49
americo brasiliense,credit_card,delivered,199.69
manhuacu,voucher,delivered,199.73
acarau,credit_card,delivered,199.81
orleans,credit_card,delivered,199.82
sinop,credit_card,delivered,199.94
cumaru,credit_card,delivered,199.99
guanambi,boleto,delivered,200.01
guidoval,credit_card,delivered,200.06
santo antonio da platina,voucher,delivered,200.08
piracicaba,voucher,delivered,200.09
aracaju,credit_card,delivered,200.10
antonio prado,credit_card,delivered,200.16
seara,credit_card,delivered,200.16
santa margarida,credit_card,delivered,200.18
barbacena,credit_card,delivered,200.30
ribeiro junqueira,boleto,delivered,200.33
urucania,credit_card,delivered,200.33
porto de pedras,credit_card,delivered,200.35
mari,credit_card,delivered,200.35
abrantes,credit_card,delivered,200.35
amelia rodrigues,credit_card,delivered,200.37
codo,credit_card,delivered,200.38
mococa,credit_card,delivered,200.53
frei martinho,credit_card,delivered,200.53
sao miguel do araguaia,boleto,delivered,200.60
divino,voucher,delivered,200.60
maracacume,credit_card,delivered,200.61
carinhanha,voucher,delivered,200.61
petrolina,voucher,delivered,200.61
fraiburgo,boleto,delivered,200.70
imbuia,boleto,delivered,200.82
carmo do cajuru,credit_card,delivered,200.94
itanhandu,boleto,delivered,200.99
sao luis,boleto,delivered,201.05
armacao dos buzios,credit_card,delivered,201.06
pinheiral,credit_card,delivered,201.17
tenente portela,credit_card,delivered,201.35
seabra,credit_card,delivered,201.52
ibirite,credit_card,delivered,201.55
tres lagoas,boleto,delivered,201.59
chapeco,boleto,delivered,201.72
barra dos coqueiros,credit_card,delivered,201.75
saboeiro,credit_card,delivered,201.83
rolante,credit_card,shipped,201.84
silvania,credit_card,delivered,201.85
sao simao,voucher,delivered,202.01
vicosa,credit_card,shipped,202.04
sucupira do norte,credit_card,delivered,202.10
itamaraju,boleto,shipped,202.12
jaboatao dos guararapes,credit_card,delivered,202.13
niteroi,voucher,delivered,202.16
maraba,boleto,delivered,202.18
cascavel,credit_card,delivered,202.26
itajai,credit_card,delivered,202.36
quijingue,credit_card,delivered,202.38
goias,credit_card,delivered,202.38
milha,credit_card,delivered,202.70
pindorama,boleto,delivered,202.76
jaguariuna,credit_card,invoiced,202.77
lins,credit_card,delivered,202.91
espera feliz,voucher,delivered,202.94
jardim,credit_card,delivered,202.97
divinopolis,voucher,delivered,203.00
cocalzinho de goias,credit_card,delivered,203.08
macaubas,boleto,delivered,203.09
santo andre,credit_card,invoiced,203.13
mogi mirim,boleto,processing,203.16
serrinha,credit_card,delivered,203.25
barro,credit_card,delivered,203.27
embu das artes,credit_card,canceled,203.29
viana,voucher,delivered,203.29
sao jose do serido,credit_card,delivered,203.31
monteiropolis,credit_card,delivered,203.43
redencao,credit_card,delivered,203.48
araguatins,boleto,delivered,203.51
olimpia,credit_card,delivered,203.51
parati,credit_card,delivered,203.52
rio das flores,debit_card,delivered,203.53
paraiso do tocantins,credit_card,delivered,203.68
luziania,credit_card,delivered,203.70
piedade dos gerais,credit_card,delivered,203.88
pinhais,voucher,delivered,203.89
sao mateus,credit_card,delivered,203.93
assai,credit_card,delivered,203.96
florianopolis,credit_card,shipped,204.07
barra mansa,credit_card,delivered,204.09
presidente prudente,credit_card,delivered,204.11
jaragua do sul,credit_card,delivered,204.15
jeronimo monteiro,boleto,delivered,204.17
santarem,voucher,delivered,204.20
ipiau,credit_card,shipped,204.24
pacaembu,voucher,delivered,204.35
apuarema,credit_card,delivered,204.38
arantina,credit_card,delivered,204.41
lagoa da canoa,credit_card,delivered,204.53
taubate,credit_card,processing,204.59
campo maior,credit_card,delivered,204.59
sao paulo,credit_card,canceled,204.61
mongagua,credit_card,shipped,204.62
bonito,credit_card,delivered,204.62
armazem,credit_card,delivered,204.81
fernando prestes,boleto,delivered,204.81
timon,voucher,shipped,204.92
juazeiro,boleto,delivered,204.97
santa rita de caldas,boleto,delivered,204.99
ponte nova,credit_card,delivered,205.01
pendencias,credit_card,delivered,205.01
mangueirinha,credit_card,delivered,205.11
boituva,boleto,delivered,205.15
belem,credit_card,shipped,205.33
paraty,boleto,delivered,205.41
casimiro de abreu,credit_card,delivered,205.42
pirai,voucher,delivered,205.53
fortim,credit_card,delivered,205.53
engenheiro balduino,boleto,delivered,205.54
alfredo vasconcelos,credit_card,delivered,205.58
juazeiro do norte,boleto,delivered,205.60
guaxupe,credit_card,delivered,205.65
cansancao,credit_card,delivered,205.71
varginha,credit_card,delivered,205.76
porto alegre,debit_card,delivered,205.81
sertao,credit_card,delivered,205.95
montenegro,credit_card,delivered,205.97
pomerode,credit_card,delivered,206.05
avelar,credit_card,delivered,206.06
medina,boleto,delivered,206.07
cacoal,credit_card,delivered,206.15
santo antonio da patrulha,boleto,delivered,206.18
carius,credit_card,delivered,206.23
esteio,credit_card,delivered,206.28
apiai,credit_card,delivered,206.38
espinosa,boleto,delivered,206.40
ipaussu,credit_card,delivered,206.43
sacramento,credit_card,delivered,206.43
sidrolandia,credit_card,delivered,206.51
juruena,boleto,delivered,206.63
caxias,boleto,delivered,206.69
cachoeirinha,voucher,delivered,206.69
virgolandia,credit_card,delivered,206.72
natal,credit_card,delivered,206.77
campina grande do sul,boleto,delivered,206.96
salvador do sul,credit_card,delivered,206.99
ibicare,credit_card,delivered,206.99
santana do deserto,credit_card,delivered,206.99
sao joao do oriente,credit_card,delivered,207.09
quixeramobim,debit_card,delivered,207.15
mundo novo,credit_card,delivered,207.20
caarapo,voucher,delivered,207.20
sao francisco do humaita,credit_card,processing,207.32
cruz das almas,debit_card,delivered,207.32
rio do pires,boleto,delivered,207.33
camacari,boleto,delivered,207.34
maquine,credit_card,delivered,207.40
rio real,credit_card,delivered,207.41
chapadao do ceu,boleto,delivered,207.53
tuparendi,credit_card,delivered,207.62
pariquera-acu,boleto,delivered,207.63
itaberai,credit_card,delivered,207.65
anapolis,voucher,delivered,207.75
governador valadares,voucher,delivered,207.86
pouso alegre,credit_card,delivered,207.95
porto calvo,credit_card,delivered,208.05
campestre do maranhao,boleto,delivered,208.05
terra nova do norte,boleto,delivered,208.07
bom jesus,credit_card,delivered,208.10
novo repartimento,credit_card,delivered,208.12
piracanjuba,boleto,delivered,208.20
caraguatatuba,credit_card,canceled,208.28
paulista,credit_card,delivered,208.33
santo antonio de padua,credit_card,delivered,208.35
rondon,boleto,delivered,208.42
sao pedro do ivai,credit_card,delivered,208.46
estancia velha,credit_card,delivered,208.46
sao bernardino,credit_card,delivered,208.48
seropedica,boleto,delivered,208.53
vilhena,credit_card,delivered,208.63
igarassu,credit_card,delivered,208.72
cabedelo,credit_card,delivered,208.74
tres lagoas,credit_card,delivered,208.76
capela de santana,credit_card,delivered,208.77
antonio cardoso,credit_card,delivered,208.80
romaria,boleto,delivered,208.85
laguna,credit_card,delivered,208.90
cacapava do sul,credit_card,delivered,208.97
morretes,credit_card,invoiced,209.27
bugre,credit_card,delivered,209.30
ouro preto do oeste,credit_card,delivered,209.33
tapiratiba,credit_card,delivered,209.35
capelinha,credit_card,delivered,209.37
mondai,credit_card,delivered,209.43
olho d'agua das cunhas,credit_card,delivered,209.46
inhambupe,credit_card,delivered,209.46
isaias coelho,boleto,delivered,209.46
araponga,credit_card,delivered,209.46
macapa,boleto,delivered,209.48
nova esperanca,boleto,delivered,209.51
camocim de sao felix,credit_card,delivered,209.51
arraial do cabo,boleto,delivered,209.62
miguel calmon,credit_card,delivered,209.63
caxias do sul,credit_card,canceled,209.78
taciba,credit_card,delivered,209.80
itabira,boleto,delivered,209.86
jucurutu,credit_card,delivered,209.96
juazeiro,credit_card,delivered,209.99
sao vicente,credit_card,shipped,210.10
caravelas,credit_card,delivered,210.12
joao pessoa,credit_card,shipped,210.16
ubata,boleto,delivered,210.18
carnaubal,credit_card,delivered,210.18
gravata,voucher,delivered,210.36
cruz,debit_card,delivered,210.42
jacupiranga,credit_card,delivered,210.45
guape,credit_card,delivered,210.48
wanderley,credit_card,delivered,210.56
aguas belas,boleto,delivered,210.60
nortelandia,credit_card,delivered,210.64
coxim,credit_card,delivered,210.66
garanhuns,credit_card,processing,210.68
acreuna,credit_card,delivered,210.73
apuiares,credit_card,delivered,210.78
capitolio,boleto,delivered,210.78
ipaba,credit_card,delivered,210.97
canoas,debit_card,delivered,210.98
foz do iguacu,boleto,delivered,211.00
caruaru,credit_card,delivered,211.03
cachoeira do brumado,credit_card,delivered,211.17
girua,boleto,delivered,211.25
mandaguacu,boleto,delivered,211.44
piracaia,boleto,delivered,211.54
camacan,credit_card,delivered,211.57
casa nova,credit_card,delivered,211.59
pimenta bueno,credit_card,delivered,211.66
nao-me-toque,credit_card,delivered,211.77
glicerio,credit_card,delivered,211.78
japira,boleto,delivered,211.92
mogi-guacu,boleto,delivered,211.98
sao jose dos campos,boleto,shipped,212.00
armacao dos buzios,voucher,delivered,212.02
nova lima,credit_card,delivered,212.13
itamarandiba,credit_card,delivered,212.19
petrolina,boleto,delivered,212.27
monte alto,credit_card,invoiced,212.27
paranavai,boleto,delivered,212.29
maristela,credit_card,delivered,212.64
belem,debit_card,delivered,212.72
januaria,boleto,delivered,212.76
nova santa rita,credit_card,delivered,212.80
itaitinga,credit_card,delivered,212.85
espigao do oeste,boleto,delivered,212.85
varzea da palma,credit_card,delivered,212.89
itabuna,voucher,delivered,212.89
itapecuru mirim,voucher,delivered,212.99
sao miguel do oeste,credit_card,delivered,213.00
itaquaquecetuba,boleto,canceled,213.05
marica,credit_card,invoiced,213.22
bossoroca,boleto,delivered,213.34
ipigua,credit_card,delivered,213.38
junco do serido,boleto,delivered,213.38
baixa grande do ribeiro,boleto,delivered,213.47
crato,boleto,delivered,213.54
mira estrela,credit_card,delivered,213.56
junqueiropolis,credit_card,delivered,213.60
itai,credit_card,delivered,213.66
carmo do paranaiba,voucher,delivered,213.74
amparo,credit_card,invoiced,213.74
piratininga,credit_card,delivered,213.76
crato,credit_card,delivered,213.80
registro,voucher,delivered,213.82
viana,debit_card,delivered,213.84
santo antonio do descoberto,boleto,delivered,213.90
rondonopolis,debit_card,delivered,213.90
manhumirim,credit_card,delivered,213.97
pocao de pedras,credit_card,delivered,214.05
extrema,credit_card,processing,214.09
ametista do sul,credit_card,delivered,214.11
moema,credit_card,delivered,214.12
vacaria,credit_card,canceled,214.16
fontoura xavier,credit_card,delivered,214.16
sao vicente ferrer,credit_card,delivered,214.28
posto da mata,credit_card,delivered,214.37
maua,credit_card,invoiced,214.57
irape,credit_card,delivered,214.65
carnaubais,credit_card,delivered,214.83
aratuba,credit_card,delivered,214.87
alta floresta d'oeste,boleto,delivered,215.06
parauapebas,credit_card,delivered,215.08
iracema,boleto,delivered,215.11
embu,boleto,delivered,215.14
macuco de minas,boleto,delivered,215.14
andrequice,credit_card,delivered,215.14
conceicao do formoso,credit_card,delivered,215.24
canhotinho,credit_card,delivered,215.25
lajeado,credit_card,delivered,215.36
sambaiba,boleto,delivered,215.47
buriticupu,credit_card,delivered,215.51
lavras do sul,credit_card,delivered,215.52
bom jardim,credit_card,delivered,215.58
araguatins,credit_card,delivered,215.60
tururu,credit_card,delivered,215.60
estancia,boleto,delivered,215.62
pimenta,credit_card,delivered,215.83
piracicaba,debit_card,delivered,215.94
jundiai,credit_card,processing,216.00
guarulhos,credit_card,canceled,216.01
vicentina,boleto,delivered,216.07
prudente de morais,credit_card,shipped,216.27
primeiro de maio,credit_card,delivered,216.53
santana do livramento,credit_card,delivered,216.75
nova bandeirantes,boleto,delivered,216.80
nova xavantina,boleto,delivered,216.83
cruzilia,credit_card,delivered,216.87
santa cruz do rio pardo,credit_card,shipped,216.94
rondonopolis,credit_card,delivered,216.96
sabino,credit_card,delivered,217.00
cajazeiras,credit_card,delivered,217.09
nova prata,debit_card,delivered,217.15
ibatiba,credit_card,delivered,217.24
marialva,credit_card,delivered,217.28
balneario camboriu,credit_card,delivered,217.30
guapimirim,boleto,delivered,217.50
cacapava,credit_card,canceled,217.52
curitiba,credit_card,invoiced,217.55
caraubas,voucher,delivered,217.57
rondon do para,credit_card,delivered,217.58
ilha de itamaraca,credit_card,delivered,217.59
bom jardim,credit_card,processing,217.59
galia,boleto,delivered,217.64
ribeirao vermelho,boleto,delivered,217.72
cotia,credit_card,shipped,217.77
quissama,boleto,delivered,217.78
parnarama,credit_card,delivered,217.82
general maynard,credit_card,delivered,217.85
america dourada,credit_card,delivered,217.92
santa rosa do sul,credit_card,delivered,218.27
claudio,credit_card,shipped,218.27
triunfo,credit_card,delivered,218.29
narandiba,credit_card,delivered,218.33
campos novos,boleto,delivered,218.35
piraju,boleto,delivered,218.41
pouso redondo,credit_card,delivered,218.42
vianopolis,credit_card,delivered,218.45
manaus,boleto,delivered,218.45
alvaro de carvalho,boleto,delivered,218.47
franca,credit_card,shipped,218.47
itabirito,credit_card,delivered,218.52
bom jesus do amparo,credit_card,delivered,218.54
aparecida,boleto,delivered,218.60
gameleiras,boleto,delivered,218.63
itapui,credit_card,delivered,218.71
maravilhas,boleto,delivered,218.73
agua boa,credit_card,delivered,218.74
crixas,boleto,delivered,218.80
orleans,boleto,delivered,218.96
satuba,credit_card,delivered,219.16
gravatai,credit_card,delivered,219.16
campina da lagoa,credit_card,delivered,219.18
santa cruz,boleto,delivered,219.28
vicosa,credit_card,delivered,219.35
altonia,credit_card,delivered,219.38
jeceaba,debit_card,delivered,219.43
bela vista do paraiso,credit_card,delivered,219.50
redentora,credit_card,delivered,219.51
adamantina,voucher,delivered,219.61
nova iguacu,debit_card,delivered,219.62
aguai,boleto,delivered,219.64
piratininga,boleto,delivered,219.73
novo horizonte,credit_card,delivered,219.91
canoinhas,credit_card,delivered,219.94
aurea,boleto,delivered,220.23
reserva do cabacal,credit_card,delivered,220.44
paty do alferes,credit_card,delivered,220.49
cangucu,boleto,delivered,220.56
japoata,credit_card,delivered,220.60
dracena,boleto,delivered,220.61
campos de julio,credit_card,delivered,220.64
neropolis,credit_card,delivered,220.67
fortaleza,boleto,canceled,220.69
quixeramobim,boleto,delivered,220.71
mococa,boleto,delivered,220.72
fagundes,credit_card,delivered,220.74
patos de minas,credit_card,delivered,220.75
aguas vermelhas,credit_card,delivered,220.80
sousa,credit_card,delivered,220.83
monte azul paulista,boleto,delivered,220.85
codo,credit_card,shipped,220.86
arcos,credit_card,delivered,220.93
eusebio,credit_card,delivered,220.96
sao miguel das matas,credit_card,delivered,221.00
santo antonio do planalto,credit_card,delivered,221.07
boa vista,credit_card,delivered,221.14
uniao da vitoria,credit_card,delivered,221.16
varzea grande,credit_card,delivered,221.23
matias barbosa,credit_card,delivered,221.28
porto alegre,credit_card,shipped,221.41
correntes,credit_card,delivered,221.59
sao paulo,credit_card,invoiced,221.66
cidade gaucha,boleto,delivered,221.79
tiangua,debit_card,delivered,221.80
afranio,debit_card,delivered,221.81
boquim,credit_card,shipped,221.82
goiatuba,credit_card,delivered,221.89
ibiruba,credit_card,delivered,221.97
berizal,credit_card,delivered,221.98
sapeacu,boleto,delivered,222.00
serra,credit_card,shipped,222.10
palmares,credit_card,delivered,222.22
palmas,credit_card,shipped,222.27
realeza,boleto,delivered,222.32
casca,boleto,delivered,222.39
tres de maio,credit_card,delivered,222.49
cantagalo,boleto,delivered,222.50
itu,debit_card,delivered,222.54
imperatriz,credit_card,delivered,222.62
muritiba,credit_card,delivered,222.63
veranopolis,debit_card,delivered,222.65
nova andradina,boleto,delivered,222.71
recife,credit_card,processing,222.77
werneck,credit_card,delivered,222.81
camamu,credit_card,delivered,222.83
lagoinha,credit_card,delivered,222.91
xapuri,credit_card,delivered,222.95
embu,voucher,delivered,222.96
boa vista,boleto,delivered,222.99
joacaba,credit_card,delivered,223.08
goioere,credit_card,delivered,223.35
balneario picarras,credit_card,delivered,223.37
fazenda rio grande,credit_card,delivered,223.41
