"customer_city","payment_type","order_status","average_order_value"
brejo bonito,credit_card,delivered,153.90
capivari,boleto,delivered,153.90
almirante tamandare,credit_card,delivered,153.92
cacador,credit_card,delivered,153.93
imigrante,credit_card,delivered,154.01
conquista d'oeste,credit_card,delivered,154.04
vacaria,boleto,delivered,154.04
sumidouro,credit_card,delivered,154.17
vila flores,boleto,delivered,154.17
foz do iguacu,voucher,delivered,154.17
taubate,credit_card,shipped,154.18
cachoeirinha,credit_card,delivered,154.22
marechal candido rondon,credit_card,delivered,154.23
ouro preto,voucher,delivered,154.28
saquarema,boleto,delivered,154.31
morro do ferro,boleto,delivered,154.38
nossa senhora de caravaggio,credit_card,delivered,154.38
rubim,credit_card,delivered,154.38
italva,credit_card,delivered,154.43
guapo,credit_card,delivered,154.44
ubirata,boleto,delivered,154.44
sao carlos,credit_card,delivered,154.47
aurora,boleto,delivered,154.48
monte verde,credit_card,delivered,154.48
santana de parnaiba,credit_card,delivered,154.48
bofete,credit_card,delivered,154.57
sao gotardo,voucher,delivered,154.57
rio de janeiro,debit_card,delivered,154.60
piraquara,credit_card,delivered,154.60
araraquara,credit_card,processing,154.62
coroata,credit_card,delivered,154.63
miranda do norte,credit_card,delivered,154.64
igarape,boleto,delivered,154.74
campo largo,voucher,delivered,154.78
ibipora,credit_card,delivered,154.82
pitanga de estrada,credit_card,delivered,154.83
sao clemente,credit_card,delivered,154.86
capao do cipo,boleto,delivered,154.87
sede alvorada,credit_card,delivered,154.90
cafeara,boleto,delivered,154.91
vere,credit_card,delivered,154.92
cacu,credit_card,delivered,154.94
patrocinio,voucher,delivered,154.94
rio pardo de minas,credit_card,delivered,154.95
candido mota,credit_card,delivered,154.96
sao joaquim de bicas,boleto,delivered,154.99
nova floresta,credit_card,delivered,155.00
araripe,credit_card,delivered,155.00
sao gotardo,boleto,delivered,155.05
joao alfredo,credit_card,delivered,155.10
silveira martins,credit_card,delivered,155.14
diogo de vasconcelos,boleto,delivered,155.14
mogi das cruzes,credit_card,delivered,155.21
conselheiro pena,credit_card,delivered,155.26
pinhalao,credit_card,delivered,155.30
sapucaia,credit_card,delivered,155.41
santa rita de minas,boleto,delivered,155.42
franca,boleto,delivered,155.43
santa rosa de viterbo,credit_card,delivered,155.45
dourado,credit_card,delivered,155.48
presidente olegario,boleto,delivered,155.49
formosa da serra negra,credit_card,delivered,155.50
passa quatro,voucher,delivered,155.62
jacarei,credit_card,canceled,155.63
orindiuva,credit_card,delivered,155.65
sao sebastiao do paraiso,credit_card,delivered,155.69
praia grande,credit_card,delivered,155.70
gouveia,boleto,delivered,155.72
passo de torres,boleto,delivered,155.73
serra azul de minas,credit_card,delivered,155.74
varzea paulista,boleto,delivered,155.84
tupa,credit_card,delivered,155.89
buenos aires,credit_card,delivered,155.92
jau,credit_card,delivered,155.93
doverlandia,credit_card,delivered,155.94
itaguai,boleto,delivered,155.99
capao da canoa,credit_card,delivered,156.04
rio de janeiro,boleto,delivered,156.10
sao jose dos quatro marcos,credit_card,delivered,156.12
aperibe,credit_card,delivered,156.16
sao borja,credit_card,delivered,156.18
bom principio,credit_card,delivered,156.19
ibiassuce,credit_card,delivered,156.19
luminarias,credit_card,delivered,156.23
registro,credit_card,delivered,156.27
estrela d oeste,credit_card,delivered,156.33
porto feliz,credit_card,shipped,156.33
jacarei,credit_card,shipped,156.33
sombrio,credit_card,delivered,156.40
iguape,voucher,delivered,156.45
maceio,boleto,delivered,156.45
uberaba,boleto,delivered,156.49
governador celso ramos,boleto,delivered,156.49
santa terezinha de itaipu,credit_card,delivered,156.53
mogi das cruzes,boleto,delivered,156.55
sao joao da urtiga,credit_card,delivered,156.64
salesopolis,boleto,delivered,156.67
itaguai,credit_card,delivered,156.68
abdon batista,credit_card,delivered,156.70
conceicao do coite,boleto,delivered,156.72
porto estrela,credit_card,delivered,156.72
barra de sao francisco,voucher,delivered,156.73
porciuncula,credit_card,delivered,156.74
tabapua,credit_card,delivered,156.75
luis antonio,credit_card,delivered,156.81
sao jose,credit_card,delivered,156.88
quatis,credit_card,delivered,156.88
duartina,credit_card,delivered,156.96
redencao,boleto,delivered,156.97
montenegro,voucher,delivered,156.98
mirassol,boleto,delivered,156.99
vila velha,credit_card,delivered,156.99
conquista,debit_card,delivered,157.04
videira,boleto,shipped,157.04
araguari,boleto,delivered,157.05
vila velha,credit_card,canceled,157.06
itaja,boleto,delivered,157.07
correia pinto,voucher,delivered,157.11
sao jose do rio preto,boleto,delivered,157.13
quixeramobim,credit_card,delivered,157.14
lagoa nova,credit_card,delivered,157.15
itambacuri,credit_card,delivered,157.16
sao vendelino,boleto,delivered,157.19
bom jesus do tocantins,credit_card,delivered,157.20
niteroi,credit_card,delivered,157.21
fortaleza,credit_card,shipped,157.21
machadinho d'oeste,boleto,delivered,157.24
colorado,boleto,delivered,157.24
porto feliz,boleto,delivered,157.26
ibitiara,boleto,delivered,157.28
pirangi,credit_card,shipped,157.30
lagoa formosa,credit_card,delivered,157.34
denise,voucher,delivered,157.34
arroio grande,credit_card,delivered,157.36
sorocaba,credit_card,shipped,157.38
itabirinha,credit_card,delivered,157.41
paraguacu paulista,credit_card,delivered,157.41
sao domingos do maranhao,boleto,delivered,157.46
pirai,credit_card,delivered,157.49
candido sales,credit_card,delivered,157.51
sao jose do egito,credit_card,delivered,157.55
indaiatuba,debit_card,delivered,157.55
cachoeiras de macacu,debit_card,delivered,157.60
felipe guerra,credit_card,delivered,157.65
cafelandia,credit_card,delivered,157.68
rodeio,credit_card,delivered,157.69
santa cecilia,credit_card,delivered,157.70
itirapina,credit_card,delivered,157.72
ipora,credit_card,delivered,157.78
rio das antas,boleto,delivered,157.78
ararangua,credit_card,delivered,157.84
rodelas,credit_card,delivered,157.86
santa helena,boleto,delivered,157.86
miracema,boleto,delivered,157.92
carmo,credit_card,delivered,157.93
igreja nova,credit_card,delivered,157.96
juripiranga,boleto,delivered,157.99
cianorte,credit_card,delivered,157.99
iguatama,credit_card,delivered,158.02
silveiras,credit_card,delivered,158.08
mendes pimentel,boleto,delivered,158.09
costa marques,boleto,delivered,158.09
canoas,credit_card,delivered,158.14
mirai,credit_card,delivered,158.18
alexania,credit_card,delivered,158.20
sao joao del rei,credit_card,delivered,158.21
frutal,credit_card,delivered,158.23
rio pardo,credit_card,delivered,158.29
presidente dutra,voucher,delivered,158.29
itambe,credit_card,delivered,158.33
santa cruz do piaui,boleto,delivered,158.38
sao jose de ribamar,credit_card,delivered,158.42
sao goncalo,debit_card,delivered,158.46
ribeirao preto,credit_card,delivered,158.53
santo antonio do sudoeste,credit_card,delivered,158.53
cabo frio,credit_card,delivered,158.54
ouro preto,credit_card,delivered,158.54
pedra preta,credit_card,delivered,158.55
cachoeira alta,credit_card,delivered,158.55
morro grande,boleto,delivered,158.58
barretos,credit_card,delivered,158.61
doutor ulysses,boleto,delivered,158.61
diadema,credit_card,canceled,158.68
patrocinio,boleto,delivered,158.68
rechan,boleto,delivered,158.68
sao gotardo,credit_card,delivered,158.69
governador valadares,credit_card,delivered,158.72
alcinopolis,credit_card,delivered,158.73
central de santa helena,credit_card,delivered,158.76
duere,credit_card,delivered,158.77
araripina,boleto,delivered,158.80
medeiros,credit_card,delivered,158.85
icara,boleto,delivered,158.87
santa maria da vitoria,credit_card,delivered,158.88
tupancireta,boleto,delivered,158.91
salvador,boleto,delivered,158.92
nova alvorada do sul,credit_card,delivered,158.96
ibate,credit_card,delivered,159.06
ituacu,boleto,delivered,159.12
urucuca,credit_card,delivered,159.13
sao joao de pirabas,credit_card,delivered,159.21
barro,voucher,delivered,159.21
araraquara,credit_card,delivered,159.25
lencois paulista,credit_card,delivered,159.25
colatina,voucher,delivered,159.25
maringa,boleto,delivered,159.28
manhuacu,credit_card,delivered,159.41
ituacu,credit_card,delivered,159.48
rianapolis,credit_card,delivered,159.49
votorantim,boleto,canceled,159.51
andorinha,credit_card,delivered,159.52
corupa,credit_card,delivered,159.53
sao simao,credit_card,delivered,159.56
cacapava,voucher,delivered,159.60
riacho de santo antonio,credit_card,delivered,159.60
lima duarte,credit_card,delivered,159.64
botucatu,debit_card,delivered,159.68
ivinhema,boleto,delivered,159.75
colombo,boleto,shipped,159.76
sao paulo,debit_card,shipped,159.77
campina do monte alegre,boleto,delivered,159.82
jaragua do sul,debit_card,delivered,159.83
araruna,credit_card,delivered,159.85
urucurituba,credit_card,delivered,159.89
sao paulo do potengi,credit_card,delivered,159.89
saltinho,credit_card,delivered,160.05
jacunda,boleto,delivered,160.13
umuarama,credit_card,delivered,160.19
santo andre,debit_card,delivered,160.20
analandia,credit_card,delivered,160.20
piacabucu,credit_card,delivered,160.20
conceicao do araguaia,credit_card,delivered,160.21
bataguassu,credit_card,delivered,160.21
dom eliseu,voucher,delivered,160.25
guariroba,credit_card,delivered,160.28
aparecida de goiania,credit_card,shipped,160.28
campinas,credit_card,delivered,160.29
erechim,voucher,delivered,160.32
candeias,boleto,delivered,160.33
tanabi,credit_card,delivered,160.33
ervalia,credit_card,delivered,160.33
orlandia,credit_card,delivered,160.34
duque de caxias,credit_card,delivered,160.37
dom pedro,credit_card,delivered,160.39
sao luis,voucher,delivered,160.40
ibiaca,credit_card,delivered,160.44
pirajui,credit_card,delivered,160.45
santa ines,credit_card,delivered,160.49
feliz deserto,credit_card,delivered,160.51
iguaba grande,credit_card,delivered,160.56
sao fernando,credit_card,processing,160.58
arapoti,credit_card,delivered,160.65
jundiai,voucher,delivered,160.66
itiquira,credit_card,delivered,160.66
ribeirao das neves,credit_card,delivered,160.73
jesuitas,credit_card,delivered,160.73
piracicaba,credit_card,delivered,160.76
esmeralda,credit_card,delivered,160.76
frei inocencio,voucher,delivered,160.79
sales oliveira,credit_card,delivered,160.82
acegua,boleto,delivered,160.84
penapolis,boleto,delivered,160.89
pirangi,credit_card,delivered,160.90
sao lourenco da mata,credit_card,delivered,160.92
unai,boleto,delivered,160.95
salto veloso,credit_card,delivered,160.98
domingos martins,credit_card,delivered,161.07
nova venecia,credit_card,delivered,161.15
bom jesus da serra,boleto,delivered,161.15
nova olinda do maranhao,credit_card,delivered,161.16
sao desiderio,credit_card,delivered,161.19
cerejeiras,credit_card,delivered,161.23
curuca,credit_card,delivered,161.25
ponte serrada,credit_card,delivered,161.26
itapetinga,boleto,delivered,161.35
cangucu,credit_card,shipped,161.37
itaberaba,boleto,delivered,161.40
itanhaem,debit_card,delivered,161.40
mogi-guacu,debit_card,delivered,161.40
picui,debit_card,delivered,161.47
eloi mendes,credit_card,delivered,161.49
nova russas,credit_card,delivered,161.49
olho d'agua das cunhas,boleto,delivered,161.51
barreiras,boleto,delivered,161.52
teresina,voucher,delivered,161.53
guiricema,boleto,delivered,161.56
santos,credit_card,delivered,161.58
pinheiros,credit_card,delivered,161.65
corinto,credit_card,delivered,161.65
tres coracoes,boleto,delivered,161.67
arapora,credit_card,delivered,161.73
divisa alegre,credit_card,delivered,161.74
alfenas,credit_card,delivered,161.76
sapucai-mirim,credit_card,delivered,161.79
cianorte,voucher,delivered,161.80
goiania,credit_card,shipped,161.81
maringa,debit_card,delivered,161.90
taquari,credit_card,delivered,161.91
sete lagoas,debit_card,delivered,161.98
paraibuna,boleto,delivered,161.99
monte azul,credit_card,delivered,162.00
piumhii,boleto,delivered,162.00
ilheus,credit_card,delivered,162.01
carlos barbosa,credit_card,delivered,162.01
silvania,boleto,delivered,162.03
mallet,credit_card,delivered,162.09
murucupi,credit_card,delivered,162.13
joao lisboa,credit_card,delivered,162.14
biguacu,credit_card,delivered,162.15
rio claro,credit_card,delivered,162.23
braganca,boleto,delivered,162.25
osorio,credit_card,delivered,162.27
veranopolis,boleto,delivered,162.27
curvelo,credit_card,delivered,162.29
penha,credit_card,canceled,162.29
ilheus,voucher,delivered,162.30
resende,voucher,delivered,162.37
salgueiro,credit_card,delivered,162.41
carmo do cajuru,boleto,delivered,162.44
paranagua,credit_card,delivered,162.45
guaraci,boleto,delivered,162.45
paraiso do tocantins,voucher,delivered,162.45
centenario,boleto,delivered,162.47
holambra,credit_card,delivered,162.50
cataguases,boleto,delivered,162.50
jaboticabal,credit_card,canceled,162.55
catas altas,voucher,delivered,162.60
varzea grande,voucher,delivered,162.68
vicencia,credit_card,delivered,162.74
bataypora,credit_card,delivered,162.77
vera cruz do oeste,credit_card,delivered,162.78
conceicao da aparecida,boleto,delivered,162.80
lindoeste,boleto,delivered,162.85
bonito de santa fe,credit_card,delivered,162.85
araguacu,boleto,delivered,162.86
monte carmelo,credit_card,delivered,162.93
oeiras do para,debit_card,delivered,162.97
sapiranga,credit_card,delivered,163.05
dario meira,debit_card,delivered,163.06
floresta,credit_card,delivered,163.07
florianopolis,credit_card,canceled,163.12
itambaraca,credit_card,delivered,163.14
escada,credit_card,delivered,163.21
varzea grande,boleto,delivered,163.23
pirauba,boleto,delivered,163.25
orizona,voucher,delivered,163.25
vespasiano correa,boleto,delivered,163.25
pradopolis,boleto,delivered,163.27
dourados,credit_card,delivered,163.33
mongagua,credit_card,delivered,163.36
santa rita,credit_card,processing,163.38
dom joaquim,boleto,delivered,163.38
maracanau,credit_card,delivered,163.40
canarana,boleto,delivered,163.44
aracoiaba da serra,credit_card,delivered,163.48
piumhii,credit_card,delivered,163.55
barra bonita,credit_card,delivered,163.59
nilopolis,credit_card,delivered,163.60
bituruna,boleto,delivered,163.60
alto rio novo,credit_card,delivered,163.62
petropolis,voucher,delivered,163.62
leme,debit_card,delivered,163.65
indiapora,boleto,delivered,163.65
rechan,credit_card,delivered,163.69
arapongas,credit_card,processing,163.71
irara,credit_card,delivered,163.75
cidreira,boleto,delivered,163.78
sao joao nepomuceno,credit_card,delivered,163.79
paraty,voucher,delivered,163.81
taquaritinga,credit_card,delivered,163.83
senhor do bonfim,boleto,delivered,163.85
lucas do rio verde,credit_card,canceled,163.85
peabiru,credit_card,delivered,163.86
floresta,voucher,delivered,163.88
conchas,credit_card,delivered,163.89
palma sola,voucher,delivered,163.89
antonio prado de minas,boleto,delivered,163.92
catuipe,credit_card,delivered,163.93
roque gonzales,boleto,delivered,163.97
betim,boleto,invoiced,164.01
apodi,boleto,delivered,164.02
catanduva,credit_card,delivered,164.03
aparecida de goiania,debit_card,delivered,164.04
esmeraldas,credit_card,delivered,164.07
serra de sao bento,credit_card,delivered,164.08
colorado,credit_card,delivered,164.16
irapuru,credit_card,delivered,164.22
monte azul paulista,credit_card,delivered,164.22
fernandopolis,credit_card,delivered,164.27
claudio,voucher,delivered,164.27
alagoa nova,credit_card,delivered,164.29
presidente venceslau,credit_card,delivered,164.36
janauba,credit_card,delivered,164.36
goiania,debit_card,delivered,164.37
ipiabas,credit_card,delivered,164.43
matupa,boleto,delivered,164.45
santa cruz do sul,credit_card,delivered,164.48
santa luzia,credit_card,delivered,164.53
tres passos,credit_card,delivered,164.53
pilar do sul,debit_card,delivered,164.54
ferraz de vasconcelos,credit_card,canceled,164.54
nova lima,boleto,delivered,164.56
aripuana,boleto,delivered,164.58
eldorado do sul,credit_card,delivered,164.61
brasilia,credit_card,shipped,164.63
machado,credit_card,delivered,164.65
